Dates,Gold,Silver,,,,
07.01.25 19:35,2649.14,30.04275,,,,
07.01.25 19:40,2648.15,30.053,,,,
07.01.25 19:45,2648.39,30.06375,,,,
07.01.25 19:50,2647.59,30.0695,,,,
07.01.25 19:55,2649.25,30.0832,,,,
07.01.25 20:00,2649.12,30.1095,,,,
07.01.25 20:05,2649.28,30.1165,,,,
07.01.25 20:10,2649.3,30.108,,,,
07.01.25 20:15,2648.26,30.09095,,,,
07.01.25 20:20,2647.26,30.0665,,,,
07.01.25 20:25,2647.48,30.06675,,,,
07.01.25 20:30,2648.14,30.0655,,,,
07.01.25 20:35,2648.35,30.05275,,,,
07.01.25 20:40,2649.77,30.0495,,,,
07.01.25 20:45,2649.69,30.04325,,,,
07.01.25 20:50,2649.49,30.0382,,,,
07.01.25 20:55,2649.45,30.032,,,,
07.01.25 21:00,2648.45,30.039,,,,
07.01.25 21:05,2648.08,30.0575,,,,
07.01.25 21:10,2649.22,30.04165,,,,
07.01.25 21:15,2648.88,30.02575,,,,
07.01.25 21:20,2648.14,30.03145,,,,
07.01.25 21:25,2648.43,30.0265,,,,
07.01.25 21:30,2648.01,30.025,,,,
07.01.25 21:35,2647.97,30.02925,,,,
07.01.25 21:40,2647.71,30.0323,,,,
07.01.25 21:45,2648.97,30.04,,,,
07.01.25 21:50,2650.9,30.0375,,,,
07.01.25 21:55,2650.23,30.0345,,,,
07.01.25 22:00,2650.13,30.0425,,,,
07.01.25 22:05,2650.17,30.042,,,,
07.01.25 22:10,2649.94,30.0975,,,,
07.01.25 22:15,2649.94,30.00975,,,,
07.01.25 22:20,2649.88,30.06075,,,,
07.01.25 22:25,2650.02,30.06015,,,,
07.01.25 22:30,2650.16,30.06275,,,,
07.01.25 22:35,2649.62,30.05875,,,,
07.01.25 22:40,2649.62,30.05835,,,,
07.01.25 22:45,2649.78,30.0715,,,,
07.01.25 22:50,2648.4,30.0786,,,,
07.01.25 22:55,2648.6,30.06575,,,,
07.01.25 23:00,2648.53,30.0575,,,,
08.01.25 00:00,2648.88,30.0655,,,,
08.01.25 00:05,2649.09,30.0815,,,,
08.01.25 00:10,2649.31,30.093,,,,
08.01.25 00:15,2648.83,30.09035,,,,
08.01.25 00:20,2648.56,30.1115,,,,
08.01.25 00:25,2648.79,30.138,,,,
08.01.25 00:30,2649.68,30.14355,,,,
08.01.25 00:35,2649.53,30.13935,,,,
08.01.25 00:40,2649.41,30.12665,,,,
08.01.25 00:45,2649.79,30.1224,,,,
08.01.25 00:50,2649.88,30.11755,,,,
08.01.25 00:55,2649.71,30.12,,,,
08.01.25 01:00,2649.5,30.1103,,,,
08.01.25 01:05,2649.74,30.10415,,,,
08.01.25 01:10,2649.64,30.0977,,,,
08.01.25 01:15,2650.48,30.0944,,,,
08.01.25 01:20,2651.14,30.09185,,,,
08.01.25 01:25,2650.87,30.074,,,,
08.01.25 01:30,2651.19,30.0635,,,,
08.01.25 01:35,2650.9,30.0555,,,,
08.01.25 01:40,2651.08,30.06325,,,,
08.01.25 01:45,2651.33,30.09345,,,,
08.01.25 01:50,2650.92,30.1091,,,,
08.01.25 01:55,2650.74,30.099,,,,
08.01.25 02:00,2649.08,30.09565,,,,
08.01.25 02:05,2649.45,30.1111,,,,
08.01.25 02:10,2648.98,30.1099,,,,
08.01.25 02:15,2648.2,30.0918,,,,
08.01.25 02:20,2648,30.08885,,,,
08.01.25 02:25,2647.98,30.095,,,,
08.01.25 02:30,2648.55,30.0904,,,,
08.01.25 02:35,2648.39,30.0865,,,,
08.01.25 02:40,2648.65,30.0659,,,,
08.01.25 02:45,2647.96,30.05275,,,,
08.01.25 02:50,2648.2,30.08155,,,,
08.01.25 02:55,2648.88,30.1105,,,,
08.01.25 03:00,2648.1,30.1242,,,,
08.01.25 03:05,2647.87,30.12375,,,,
08.01.25 03:10,2648.39,30.11025,,,,
08.01.25 03:15,2648.03,30.1047,,,,
08.01.25 03:20,2647.65,30.09075,,,,
08.01.25 03:25,2647.26,30.07725,,,,
08.01.25 03:30,2646.49,30.0705,,,,
08.01.25 03:35,2646.93,30.0505,,,,
08.01.25 03:40,2648.6,30.0355,,,,
08.01.25 03:45,2649.13,30.03365,,,,
08.01.25 03:50,2649.87,30.021,,,,
08.01.25 03:55,2648.72,30.01275,,,,
08.01.25 04:00,2648.38,30.0185,,,,
08.01.25 04:05,2648.27,30.0185,,,,
08.01.25 04:10,2647.2,30.019,,,,
08.01.25 04:15,2647.71,30.0238,,,,
08.01.25 04:20,2647.74,30.0444,,,,
08.01.25 04:25,2646.99,30.0489,,,,
08.01.25 04:30,2646.84,30.0371,,,,
08.01.25 04:35,2646.59,30.04055,,,,
08.01.25 04:40,2646.63,30.0375,,,,
08.01.25 04:45,2647.04,30.028,,,,
08.01.25 04:50,2647,30.01275,,,,
08.01.25 04:55,2646.86,30.0064,,,,
08.01.25 05:00,2647.36,30.004,,,,
08.01.25 05:05,2647.8,30.01625,,,,
08.01.25 05:10,2648.14,30.03225,,,,
08.01.25 05:15,2647.3,30.01765,,,,
08.01.25 05:20,2647.06,30.00775,,,,
08.01.25 05:25,2647.63,30.01775,,,,
08.01.25 05:30,2647.4,30.0291,,,,
08.01.25 05:35,2646.9,30.05315,,,,
08.01.25 05:40,2646.1,30.05325,,,,
08.01.25 05:45,2646.31,30.0598,,,,
08.01.25 05:50,2645.87,30.08045,,,,
08.01.25 05:55,2647.09,30.0987,,,,
08.01.25 06:00,2647.01,30.117,,,,
08.01.25 06:05,2647.2,30.12025,,,,
08.01.25 06:10,2647.2,30.1075,,,,
08.01.25 06:15,2648.19,30.10175,,,,
08.01.25 06:20,2649.3,30.11515,,,,
08.01.25 06:25,2649.59,30.13125,,,,
08.01.25 06:30,2649.5,30.1332,,,,
08.01.25 06:35,2649.78,30.12125,,,,
08.01.25 06:40,2649.61,30.0939,,,,
08.01.25 06:45,2649.79,30.0991,,,,
08.01.25 06:50,2650.01,30.1258,,,,
08.01.25 06:55,2650.16,30.126,,,,
08.01.25 07:00,2649.49,30.1179,,,,
08.01.25 07:05,2649.48,30.12215,,,,
08.01.25 07:10,2651.11,30.106,,,,
08.01.25 07:15,2651.85,30.0917,,,,
08.01.25 07:20,2651.8,30.0955,,,,
08.01.25 07:25,2651.85,30.0864,,,,
08.01.25 07:30,2650.93,30.0747,,,,
08.01.25 07:35,2651.68,30.065,,,,
08.01.25 07:40,2652.05,30.0375,,,,
08.01.25 07:45,2652.03,30.01975,,,,
08.01.25 07:50,2652.3,30.022,,,,
08.01.25 07:55,2652.19,30.0232,,,,
08.01.25 08:00,2652.48,30.0325,,,,
08.01.25 08:05,2653.82,30.036,,,,
08.01.25 08:10,2653.83,30.052,,,,
08.01.25 08:15,2653.12,30.0515,,,,
08.01.25 08:20,2653.1,30.04955,,,,
08.01.25 08:25,2652.96,30.08695,,,,
08.01.25 08:30,2653.22,30.101,,,,
08.01.25 08:35,2653.27,30.0787,,,,
08.01.25 08:40,2651.8,30.0738,,,,
08.01.25 08:45,2652.1,30.1136,,,,
08.01.25 08:50,2651.95,30.13625,,,,
08.01.25 08:55,2652.56,30.1178,,,,
08.01.25 09:00,2651.46,30.10125,,,,
08.01.25 09:05,2650.86,30.109,,,,
08.01.25 09:10,2651.27,30.14015,,,,
08.01.25 09:15,2651.89,30.1685,,,,
08.01.25 09:20,2651.49,30.169,,,,
08.01.25 09:25,2650.54,30.168,,,,
08.01.25 09:30,2651.45,30.166,,,,
08.01.25 09:35,2653.4,30.169,,,,
08.01.25 09:40,2652.93,30.1825,,,,
08.01.25 09:45,2651.3,30.1942,,,,
08.01.25 09:50,2651.04,30.2045,,,,
08.01.25 09:55,2652.05,30.2019,,,,
08.01.25 10:00,2652.71,30.202,,,,
08.01.25 10:05,2653.4,30.2122,,,,
08.01.25 10:10,2653.55,30.21675,,,,
08.01.25 10:15,2653.32,30.21875,,,,
08.01.25 10:20,2653.31,30.2175,,,,
08.01.25 10:25,2653.88,30.2075,,,,
08.01.25 10:30,2654.01,30.20475,,,,
08.01.25 10:35,2653.52,30.2181,,,,
08.01.25 10:40,2654.19,30.23525,,,,
08.01.25 10:45,2652.72,30.234,,,,
08.01.25 10:50,2653.36,30.238,,,,
08.01.25 10:55,2653.62,30.239,,,,
08.01.25 11:00,2653.54,30.22485,,,,
08.01.25 11:05,2652.84,30.2175,,,,
08.01.25 11:10,2653.47,30.2055,,,,
08.01.25 11:15,2653.32,30.2005,,,,
08.01.25 11:20,2653.8,30.192,,,,
08.01.25 11:25,2654.39,30.179,,,,
08.01.25 11:30,2654.68,30.1725,,,,
08.01.25 11:35,2654.43,30.1399,,,,
08.01.25 11:40,2654.74,30.08875,,,,
08.01.25 11:45,2653.87,30.05555,,,,
08.01.25 11:50,2653.53,30.07465,,,,
08.01.25 11:55,2653.1,30.1085,,,,
08.01.25 12:00,2651.92,30.12175,,,,
08.01.25 12:05,2652.4,30.132,,,,
08.01.25 12:10,2651.74,30.135,,,,
08.01.25 12:15,2651.89,30.1355,,,,
08.01.25 12:20,2651.38,30.118,,,,
08.01.25 12:25,2648.98,30.08,,,,
08.01.25 12:30,2648.63,30.0372,,,,
08.01.25 12:35,2648.66,30.0255,,,,
08.01.25 12:40,2649.97,30.05025,,,,
08.01.25 12:45,2649.69,30.07625,,,,
08.01.25 12:50,2650.05,30.0925,,,,
08.01.25 12:55,2650.88,30.0855,,,,
08.01.25 13:00,2650.05,30.091,,,,
08.01.25 13:05,2650.73,30.0775,,,,
08.01.25 13:10,2649.73,30.0808,,,,
08.01.25 13:15,2647.59,30.1045,,,,
08.01.25 13:20,2646.37,30.108,,,,
08.01.25 13:25,2647.73,30.0755,,,,
08.01.25 13:30,2649.02,30.121,,,,
08.01.25 13:35,2650.7,30.15,,,,
08.01.25 13:40,2650.37,30.0694,,,,
08.01.25 13:45,2652.1,30.05115,,,,
08.01.25 13:50,2651.5,30.0867,,,,
08.01.25 13:55,2651.86,30.08925,,,,
08.01.25 14:00,2655.86,30.09405,,,,
08.01.25 14:05,2657.49,30.13825,,,,
08.01.25 14:10,2656.18,30.22815,,,,
08.01.25 14:15,2655.52,30.27875,,,,
08.01.25 14:20,2658.88,30.268,,,,
08.01.25 14:25,2655.04,30.264,,,,
08.01.25 14:30,2653.41,30.262,,,,
08.01.25 14:35,2655.56,30.29125,,,,
08.01.25 14:40,2657.87,30.3085,,,,
08.01.25 14:45,2657.24,30.30135,,,,
08.01.25 14:50,2658.69,30.26325,,,,
08.01.25 14:55,2660.17,30.27225,,,,
08.01.25 15:00,2663.4,30.26725,,,,
08.01.25 15:05,2662.22,30.1966,,,,
08.01.25 15:10,2662.56,30.213,,,,
08.01.25 15:15,2661.08,30.26325,,,,
08.01.25 15:20,2662.78,30.2375,,,,
08.01.25 15:25,2662.54,30.2285,,,,
08.01.25 15:30,2665.27,30.226,,,,
08.01.25 15:35,2666.66,30.207,,,,
08.01.25 15:40,2665.34,30.205,,,,
08.01.25 15:45,2665.22,30.2145,,,,
08.01.25 15:50,2664.79,30.21325,,,,
08.01.25 15:55,2661.39,30.2065,,,,
08.01.25 16:00,2665.54,30.1905,,,,
08.01.25 16:05,2664.13,30.17125,,,,
08.01.25 16:10,2664.26,30.17625,,,,
08.01.25 16:15,2666.07,30.16375,,,,
08.01.25 16:20,2663.99,30.15275,,,,
08.01.25 16:25,2664.22,30.156,,,,
08.01.25 16:30,2666.21,30.1605,,,,
08.01.25 16:35,2666.8,30.1575,,,,
08.01.25 16:40,2666.35,30.1435,,,,
08.01.25 16:45,2666.02,30.148,,,,
08.01.25 16:50,2664.51,30.1765,,,,
08.01.25 16:55,2665.91,30.1877,,,,
08.01.25 17:00,2665.26,30.1895,,,,
08.01.25 17:05,2663.87,30.216,,,,
08.01.25 17:10,2664.73,30.21175,,,,
08.01.25 17:15,2665.72,30.1949,,,,
08.01.25 17:20,2666.75,30.19475,,,,
08.01.25 17:25,2666.51,30.1785,,,,
08.01.25 17:30,2666.36,30.14,,,,
08.01.25 17:35,2666.05,30.07,,,,
08.01.25 17:40,2667.28,30.0059,,,,
08.01.25 17:45,2668.76,29.90825,,,,
08.01.25 17:50,2669.24,29.84385,,,,
08.01.25 17:55,2669.79,29.8655,,,,
08.01.25 18:00,2668.66,29.90725,,,,
08.01.25 18:05,2668.42,29.96775,,,,
08.01.25 18:10,2669.28,30.0165,,,,
08.01.25 18:15,2668.07,30.05245,,,,
08.01.25 18:20,2666.43,30.03325,,,,
08.01.25 18:25,2662.55,30.0075,,,,
08.01.25 18:30,2660.27,30.03025,,,,
08.01.25 18:35,2650.84,30.06575,,,,
08.01.25 18:40,2653.37,30.07325,,,,
08.01.25 18:45,2651.92,30.0718,,,,
08.01.25 18:50,2654.53,30.08275,,,,
08.01.25 18:55,2655.73,30.05775,,,,
08.01.25 19:00,2658.13,30.0017,,,,
08.01.25 19:05,2657.97,29.9867,,,,
08.01.25 19:10,2654.78,29.972,,,,
08.01.25 19:15,2654.69,30.003,,,,
08.01.25 19:20,2655.76,30.026,,,,
08.01.25 19:25,2656.15,30.051,,,,
08.01.25 19:30,2656.66,30.12125,,,,
08.01.25 19:35,2657.55,30.1405,,,,
08.01.25 19:40,2657.06,30.12125,,,,
08.01.25 19:45,2654.08,30.08025,,,,
08.01.25 19:50,2652.39,30.0506,,,,
08.01.25 19:55,2653.32,30.05625,,,,
08.01.25 20:00,2653.89,30.0515,,,,
08.01.25 20:05,2658.06,30.05325,,,,
08.01.25 20:10,2656.69,30.08725,,,,
08.01.25 20:15,2660.03,30.0995,,,,
08.01.25 20:20,2660.3,30.08265,,,,
08.01.25 20:25,2660.1,30.0885,,,,
08.01.25 20:30,2658.4,30.1,,,,
08.01.25 20:35,2657.2,30.081,,,,
08.01.25 20:40,2657.41,30.06755,,,,
08.01.25 20:45,2657.98,30.07395,,,,
08.01.25 20:50,2657.76,30.09125,,,,
08.01.25 20:55,2658.5,30.1045,,,,
08.01.25 21:00,2659.42,30.1121,,,,
08.01.25 21:05,2659.6,30.1075,,,,
08.01.25 21:10,2659.32,30.095,,,,
08.01.25 21:15,2660.07,30.09805,,,,
08.01.25 21:20,2660.16,30.10575,,,,
08.01.25 21:25,2659.78,30.11475,,,,
08.01.25 21:30,2659.49,30.12075,,,,
08.01.25 21:35,2659.8,30.124,,,,
08.01.25 21:40,2660.57,30.1154,,,,
08.01.25 21:45,2661.92,30.109,,,,
08.01.25 21:50,2663.66,30.1135,,,,
08.01.25 21:55,2663.51,30.11965,,,,
08.01.25 22:00,2662.72,30.1181,,,,
08.01.25 22:05,2663.62,30.1572,,,,
08.01.25 22:10,2663.15,30.06715,,,,
08.01.25 22:15,2663.41,30.10465,,,,
08.01.25 22:20,2663.58,30.12825,,,,
08.01.25 22:25,2663.5,30.1425,,,,
08.01.25 22:30,2661.93,30.145,,,,
08.01.25 22:35,2662.05,30.14975,,,,
08.01.25 22:40,2662.51,30.14375,,,,
08.01.25 22:45,2662.15,30.1415,,,,
08.01.25 22:50,2661.65,30.14125,,,,
08.01.25 22:55,2661.94,30.14125,,,,
09.01.25 00:00,2662.49,30.14625,,,,
09.01.25 00:05,2662.47,30.1415,,,,
09.01.25 00:10,2662.4,30.1235,,,,
09.01.25 00:15,2662.36,30.0965,,,,
09.01.25 00:20,2662.31,30.08045,,,,
09.01.25 00:25,2662.37,30.07545,,,,
09.01.25 00:30,2662.51,30.08175,,,,
09.01.25 00:35,2662.88,30.0788,,,,
09.01.25 00:40,2662.61,30.055,,,,
09.01.25 00:45,2663.02,30.0357,,,,
09.01.25 00:50,2662.77,30.0385,,,,
09.01.25 00:55,2662.69,30.04875,,,,
09.01.25 01:00,2661.92,30.057,,,,
09.01.25 01:05,2661.6,30.063,,,,
09.01.25 01:10,2660.58,30.084,,,,
09.01.25 01:15,2660.91,30.0955,,,,
09.01.25 01:20,2660.79,30.08295,,,,
09.01.25 01:25,2660.16,30.0935,,,,
09.01.25 01:30,2659.85,30.1036,,,,
09.01.25 01:35,2660.22,30.08545,,,,
09.01.25 01:40,2660.4,30.098,,,,
09.01.25 01:45,2660.67,30.117,,,,
09.01.25 01:50,2660.78,30.12175,,,,
09.01.25 01:55,2660.04,30.12225,,,,
09.01.25 02:00,2660.21,30.12,,,,
09.01.25 02:05,2658.6,30.104,,,,
09.01.25 02:10,2658.17,30.0965,,,,
09.01.25 02:15,2659.29,30.11,,,,
09.01.25 02:20,2658.54,30.1008,,,,
09.01.25 02:25,2657.92,30.06075,,,,
09.01.25 02:30,2659.19,30.04025,,,,
09.01.25 02:35,2659.31,30.04225,,,,
09.01.25 02:40,2659.23,30.04375,,,,
09.01.25 02:45,2660.17,30.05935,,,,
09.01.25 02:50,2659.97,30.06855,,,,
09.01.25 02:55,2658.59,30.0645,,,,
09.01.25 03:00,2658.66,30.0618,,,,
09.01.25 03:05,2658.56,30.08605,,,,
09.01.25 03:10,2657.91,30.12225,,,,
09.01.25 03:15,2657.54,30.14615,,,,
09.01.25 03:20,2657.27,30.149,,,,
09.01.25 03:25,2657,30.133,,,,
09.01.25 03:30,2657.1,30.1245,,,,
09.01.25 03:35,2657.64,30.1254,,,,
09.01.25 03:40,2657.71,30.141,,,,
09.01.25 03:45,2657.26,30.16575,,,,
09.01.25 03:50,2658.05,30.17575,,,,
09.01.25 03:55,2658.92,30.1708,,,,
09.01.25 04:00,2659.68,30.14615,,,,
09.01.25 04:05,2660.53,30.119,,,,
09.01.25 04:10,2660.65,30.10225,,,,
09.01.25 04:15,2659.8,30.09365,,,,
09.01.25 04:20,2660.21,30.097,,,,
09.01.25 04:25,2660,30.0955,,,,
09.01.25 04:30,2660.9,30.0876,,,,
09.01.25 04:35,2661.88,30.0865,,,,
09.01.25 04:40,2661.67,30.0815,,,,
09.01.25 04:45,2660.71,30.079,,,,
09.01.25 04:50,2660.13,30.0814,,,,
09.01.25 04:55,2659.44,30.093,,,,
09.01.25 05:00,2658.74,30.11225,,,,
09.01.25 05:05,2658.51,30.12665,,,,
09.01.25 05:10,2658.94,30.14625,,,,
09.01.25 05:15,2657.92,30.16805,,,,
09.01.25 05:20,2657.49,30.16955,,,,
09.01.25 05:25,2656.93,30.1635,,,,
09.01.25 05:30,2656.34,30.16025,,,,
09.01.25 05:35,2656.05,30.15375,,,,
09.01.25 05:40,2656.18,30.14365,,,,
09.01.25 05:45,2656.75,30.14055,,,,
09.01.25 05:50,2657.27,30.14375,,,,
09.01.25 05:55,2659.08,30.15225,,,,
09.01.25 06:00,2660.12,30.15325,,,,
09.01.25 06:05,2660.89,30.13655,,,,
09.01.25 06:10,2659.79,30.1361,,,,
09.01.25 06:15,2659.78,30.1384,,,,
09.01.25 06:20,2659.25,30.14225,,,,
09.01.25 06:25,2659.29,30.14085,,,,
09.01.25 06:30,2659.17,30.13535,,,,
09.01.25 06:35,2658.51,30.14105,,,,
09.01.25 06:40,2658.34,30.1575,,,,
09.01.25 06:45,2659.41,30.17125,,,,
09.01.25 06:50,2659.38,30.1794,,,,
09.01.25 06:55,2658.4,30.1815,,,,
09.01.25 07:00,2658.84,30.1735,,,,
09.01.25 07:05,2659.03,30.16825,,,,
09.01.25 07:10,2659.13,30.1675,,,,
09.01.25 07:15,2659.25,30.1561,,,,
09.01.25 07:20,2659.76,30.1455,,,,
09.01.25 07:25,2660.8,30.1376,,,,
09.01.25 07:30,2662.06,30.13605,,,,
09.01.25 07:35,2663.21,30.15065,,,,
09.01.25 07:40,2664.25,30.15375,,,,
09.01.25 07:45,2665.15,30.159,,,,
09.01.25 07:50,2665.16,30.16605,,,,
09.01.25 07:55,2666.75,30.15115,,,,
09.01.25 08:00,2665.54,30.125,,,,
09.01.25 08:05,2665.45,30.091,,,,
09.01.25 08:10,2665.68,30.0789,,,,
09.01.25 08:15,2665.39,30.10275,,,,
09.01.25 08:20,2665.71,30.13915,,,,
09.01.25 08:25,2665.44,30.168,,,,
09.01.25 08:30,2664.57,30.2025,,,,
09.01.25 08:35,2665.79,30.2237,,,,
09.01.25 08:40,2665.01,30.2645,,,,
09.01.25 08:45,2664.27,30.2705,,,,
09.01.25 08:50,2663.91,30.23555,,,,
09.01.25 08:55,2662.27,30.24005,,,,
09.01.25 09:00,2660.84,30.27045,,,,
09.01.25 09:05,2661.94,30.27325,,,,
09.01.25 09:10,2661.97,30.26385,,,,
09.01.25 09:15,2663.09,30.2581,,,,
09.01.25 09:20,2664.25,30.2484,,,,
09.01.25 09:25,2664.91,30.2685,,,,
09.01.25 09:30,2666.41,30.26525,,,,
09.01.25 09:35,2664.32,30.2483,,,,
09.01.25 09:40,2662.48,30.2522,,,,
09.01.25 09:45,2665.87,30.25635,,,,
09.01.25 09:50,2665.2,30.2637,,,,
09.01.25 09:55,2664.56,30.26725,,,,
09.01.25 10:00,2663.71,30.25555,,,,
09.01.25 10:05,2662.77,30.252,,,,
09.01.25 10:10,2663.33,30.25665,,,,
09.01.25 10:15,2664.65,30.26105,,,,
09.01.25 10:20,2662.94,30.272,,,,
09.01.25 10:25,2663.86,30.276,,,,
09.01.25 10:30,2664.11,30.276,,,,
09.01.25 10:35,2663.83,30.28325,,,,
09.01.25 10:40,2666.15,30.2915,,,,
09.01.25 10:45,2665.62,30.30725,,,,
09.01.25 10:50,2665.59,30.3115,,,,
09.01.25 10:55,2665.11,30.30775,,,,
09.01.25 11:00,2665.19,30.32275,,,,
09.01.25 11:05,2665.34,30.311,,,,
09.01.25 11:10,2666.32,30.285,,,,
09.01.25 11:15,2665.73,30.28375,,,,
09.01.25 11:20,2666.02,30.28615,,,,
09.01.25 11:25,2666.36,30.287,,,,
09.01.25 11:30,2666.41,30.309,,,,
09.01.25 11:35,2667.95,30.33475,,,,
09.01.25 11:40,2668.54,30.35,,,,
09.01.25 11:45,2668.01,30.3485,,,,
09.01.25 11:50,2667.8,30.345,,,,
09.01.25 11:55,2667.54,30.3515,,,,
09.01.25 12:00,2667.6,30.3572,,,,
09.01.25 12:05,2668.73,30.3485,,,,
09.01.25 12:10,2667.8,30.3315,,,,
09.01.25 12:15,2667.37,30.329,,,,
09.01.25 12:20,2667.63,30.3405,,,,
09.01.25 12:25,2671.01,30.35175,,,,
09.01.25 12:30,2670.07,30.352,,,,
09.01.25 12:35,2669.53,30.34625,,,,
09.01.25 12:40,2669.17,30.34775,,,,
09.01.25 12:45,2672.17,30.35175,,,,
09.01.25 12:50,2671.9,30.352,,,,
09.01.25 12:55,2670.29,30.35175,,,,
09.01.25 13:00,2671.55,30.37,,,,
09.01.25 13:05,2670.59,30.3835,,,,
09.01.25 13:10,2671.65,30.39375,,,,
09.01.25 13:15,2672.57,30.406,,,,
09.01.25 13:20,2672.83,30.40775,,,,
09.01.25 13:25,2672.38,30.42625,,,,
09.01.25 13:30,2674.16,30.44825,,,,
09.01.25 13:35,2673.91,30.4405,,,,
09.01.25 13:40,2672.94,30.43975,,,,
09.01.25 13:45,2671.9,30.45075,,,,
09.01.25 13:50,2673.91,30.45145,,,,
09.01.25 13:55,2674,30.4295,,,,
09.01.25 14:00,2674.78,30.39825,,,,
09.01.25 14:05,2673.8,30.35475,,,,
09.01.25 14:10,2673.1,30.31875,,,,
09.01.25 14:15,2674.67,30.327,,,,
09.01.25 14:20,2675.53,30.347,,,,
09.01.25 14:25,2675.13,30.33675,,,,
09.01.25 14:30,2676.96,30.3015,,,,
09.01.25 14:35,2677.17,30.28205,,,,
09.01.25 14:40,2677.3,30.3469,,,,
09.01.25 14:45,2675.44,30.40925,,,,
09.01.25 14:50,2674.85,30.4121,,,,
09.01.25 14:55,2672.7,30.4085,,,,
09.01.25 15:00,2670.66,30.4122,,,,
09.01.25 15:05,2672.67,30.39925,,,,
09.01.25 15:10,2672.56,30.4001,,,,
09.01.25 15:15,2671.72,30.3769,,,,
09.01.25 15:20,2670.68,30.32,,,,
09.01.25 15:25,2669.65,30.307,,,,
09.01.25 15:30,2672.33,30.30805,,,,
09.01.25 15:35,2674.57,30.309,,,,
09.01.25 15:40,2673.98,30.312,,,,
09.01.25 15:45,2674.95,30.317,,,,
09.01.25 15:50,2675.22,30.2995,,,,
09.01.25 15:55,2672.93,30.26325,,,,
09.01.25 16:00,2675.29,30.22525,,,,
09.01.25 16:05,2671.75,30.20525,,,,
09.01.25 16:10,2673.31,30.2008,,,,
09.01.25 16:15,2672,30.20225,,,,
09.01.25 16:20,2672.56,30.2075,,,,
09.01.25 16:25,2672.1,30.23,,,,
09.01.25 16:30,2674,30.24115,,,,
09.01.25 16:35,2674.78,30.22405,,,,
09.01.25 16:40,2673.49,30.2055,,,,
09.01.25 16:45,2671.95,30.19375,,,,
09.01.25 16:50,2669.22,30.1865,,,,
09.01.25 16:55,2668.41,30.2065,,,,
09.01.25 17:00,2668.86,30.2036,,,,
09.01.25 17:05,2668.37,30.1815,,,,
09.01.25 17:10,2670.07,30.12895,,,,
09.01.25 17:15,2670.53,30.081,,,,
09.01.25 17:20,2669.86,30.09275,,,,
09.01.25 17:25,2668.78,30.11275,,,,
09.01.25 17:30,2669.35,30.12125,,,,
09.01.25 17:35,2669.2,30.11575,,,,
09.01.25 17:40,2669.77,30.095,,,,
09.01.25 17:45,2669.97,30.0844,,,,
09.01.25 17:50,2668.76,30.08325,,,,
09.01.25 17:55,2667.43,30.113,,,,
09.01.25 18:00,2666.17,30.146,,,,
09.01.25 18:05,2665.09,30.147,,,,
09.01.25 18:10,2665.76,30.15,,,,
09.01.25 18:15,2666.11,30.1455,,,,
09.01.25 18:20,2666.38,30.14975,,,,
09.01.25 18:25,2665.16,30.16725,,,,
09.01.25 18:30,2664.14,30.17265,,,,
09.01.25 18:35,2663.65,30.16575,,,,
09.01.25 18:40,2662.84,30.1655,,,,
09.01.25 18:45,2666.14,30.16575,,,,
09.01.25 18:50,2666.27,30.1505,,,,
09.01.25 18:55,2665.73,30.1335,,,,
09.01.25 19:00,2666.13,30.122,,,,
09.01.25 19:05,2667.36,30.1173,,,,
09.01.25 19:10,2668.35,30.119,,,,
09.01.25 19:15,2669.79,30.10075,,,,
09.01.25 19:20,2671.14,30.08675,,,,
09.01.25 19:25,2670.11,30.0955,,,,
09.01.25 19:30,2671.34,30.10225,,,,
09.01.25 19:35,2670.16,30.104,,,,
09.01.25 19:40,2670.97,30.0995,,,,
09.01.25 19:45,2670.39,30.09,,,,
09.01.25 19:50,2671,30.09225,,,,
09.01.25 19:55,2671.57,30.10125,,,,
09.01.25 20:00,2671.05,30.10475,,,,
09.01.25 20:05,2669.66,30.1085,,,,
09.01.25 20:10,2669.11,30.11075,,,,
09.01.25 20:15,2669.78,30.1365,,,,
09.01.25 20:20,2669.99,30.14625,,,,
09.01.25 20:25,2670.35,30.14,,,,
09.01.25 20:30,2670.38,30.141,,,,
09.01.25 20:35,2669.93,30.14275,,,,
09.01.25 20:40,2670.3,30.1475,,,,
09.01.25 20:45,2670.45,30.1305,,,,
09.01.25 20:50,2670.69,30.1095,,,,
09.01.25 20:55,2670.37,30.10625,,,,
09.01.25 21:00,2670.18,30.106,,,,
09.01.25 21:05,2670.27,30.1045,,,,
09.01.25 21:10,2670.16,30.1001,,,,
09.01.25 21:15,2670.21,30.094,,,,
09.01.25 21:20,2670.17,30.09325,,,,
09.01.25 21:25,2670.51,30.10125,,,,
09.01.25 21:30,2670.51,30.1085,,,,
09.01.25 21:35,2669.68,30.11325,,,,
09.01.25 21:40,2669.4,30.116,,,,
09.01.25 21:45,2669.9,30.1133,,,,
09.01.25 21:50,2669.66,30.11875,,,,
09.01.25 21:55,2669.68,30.127,,,,
09.01.25 22:00,2669.54,30.1198,,,,
09.01.25 22:05,2669.44,30.153,,,,
09.01.25 22:10,2669.26,30.0925,,,,
09.01.25 22:15,2669.41,30.1315,,,,
09.01.25 22:20,2669.85,30.14145,,,,
09.01.25 22:25,2669.78,30.1397,,,,
